fpr,tpr
0.0,0.0
0.0,0.5473684210526316
0.0,0.5684210526315789
0.0,0.5894736842105263
0.0,0.7789473684210526
0.010869565217391304,0.7789473684210526
0.010869565217391304,0.8105263157894737
0.021739130434782608,0.8105263157894737
0.021739130434782608,0.9052631578947369
0.03260869565217391,0.9052631578947369
0.03260869565217391,0.9473684210526315
0.043478260869565216,0.9473684210526315
0.043478260869565216,1.0
1.0,1.0
