fpr,tpr
0.0,0.0
0.0,0.49473684210526314
0.0,0.5368421052631579
0.010869565217391304,0.5684210526315789
0.010869565217391304,0.631578947368421
0.010869565217391304,0.6526315789473685
0.010869565217391304,0.8
0.021739130434782608,0.8
0.021739130434782608,0.9578947368421052
0.03260869565217391,0.9578947368421052
0.03260869565217391,0.968421052631579
0.043478260869565216,0.968421052631579
0.043478260869565216,1.0
0.8695652173913043,1.0
0.8913043478260869,1.0
1.0,1.0
